,Lat,Lon
"Swea City, IA",43.38361,-94.30917
"Swisher, IA",41.845,-91.695
"Tabor, IA",40.89667,-95.6725
"Tama, IA",41.96611,-92.575
"Templeton, IA",41.91806,-94.9425
"Tennant, IA",41.59417,-95.44194
"Terril, IA",43.30556,-94.97139
"Thayer, IA",41.02917,-94.04972
"Thompson, IA",43.369440000000004,-93.77167
"Thor, IA",42.68861,-94.04889
"Thornburg, IA",41.455,-92.33389
"Thornton, IA",42.945,-93.38417
"Thurman, IA",40.82028,-95.75111
"Tiffin, IA",41.70639,-91.66139
"Tingley, IA",40.852779999999996,-94.19583
"Tipton, IA",41.770559999999996,-91.12917
"Titonka, IA",43.236670000000004,-94.04194
"Toledo, IA",41.99333,-92.57916999999999
"Toronto, IA",41.90333,-90.86306
"Traer, IA",42.191390000000006,-92.46444
"Treynor, IA",41.23111,-95.60667
"Tripoli, IA",42.80583,-92.2575
"Truesdale, IA",42.728609999999996,-95.18306
"Truro, IA",41.20833,-93.84555999999999
"Turin, IA",42.02083,-95.9675
"Udell, IA",40.78028,-92.74139
"Underwood, IA",41.38694,-95.67860999999999
"Union, IA",42.24472,-93.06416999999999
"Unionville, IA",40.81861,-92.69444
"University Heights, IA",41.65361,-91.55806
"University Park, IA",41.28611,-92.61833
"Urbana, IA",42.22417,-91.87805999999999
"Urbandale, IA",41.636390000000006,-93.73611
"Ute, IA",42.04972,-95.70583
"Vail, IA",42.06111,-95.2025
"Valeria, IA",41.73056,-93.32472
"Van Horne, IA",42.00889,-92.08889
"Van Meter, IA",41.53139,-93.95528
"Van Wert, IA",40.87,-93.79333000000001
"Varina, IA",42.66,-94.89889000000001
"Ventura, IA",43.126670000000004,-93.47333
"Victor, IA",41.73028,-92.29722
"Villisca, IA",40.92917,-94.97806
"Vincent, IA",42.592220000000005,-94.01944
"Vining, IA",41.99028,-92.38472
"Vinton, IA",42.16417,-92.02611
"Volga, IA",42.8025,-91.54056
"Wadena, IA",42.840559999999996,-91.65639
"Wahpeton, IA",43.37194,-95.17389
"Walcott, IA",41.59028,-90.77306
"Walford, IA",41.87806,-91.835
"Walker, IA",42.28722,-91.78139
"Wall Lake, IA",42.27111,-95.09167
"Wallingford, IA",43.31917,-94.79333000000001
"Walnut, IA",41.48111,-95.22111
"Wapello, IA",41.17972,-91.18833000000001
"Washington, IA",41.3,-91.68916999999999
"Washta, IA",42.575829999999996,-95.71806
"Waterloo, IA",42.4925,-92.34611
"Waterville, IA",43.208059999999996,-91.295
"Waucoma, IA",43.056940000000004,-92.0325
"Waukee, IA",41.60889,-93.86528
"Waukon, IA",43.26889,-91.47917
"Waverly, IA",42.72667,-92.47528
"Wayland, IA",41.1475,-91.65972
"Webb, IA",42.94806,-95.01222
"Webster, IA",41.43778,-92.17111
"Webster City, IA",42.466390000000004,-93.82056
"Weldon, IA",40.89806,-93.73416999999999
"Wellman, IA",41.467220000000005,-91.83583
"Wellsburg, IA",42.433609999999994,-92.92806
"Welton, IA",41.91222,-90.60110999999999
"Wesley, IA",43.0875,-93.99306
"West Bend, IA",42.95917,-94.44583
"West Branch, IA",41.667,-91.35
"West Burlington, IA",40.82028,-91.16444
"West Chester, IA",41.338609999999996,-91.81667
"West Des Moines, IA",41.575,-93.70917
"West Liberty, IA",41.57139,-91.26111
"West Okoboji, IA",43.35,-95.15889
"West Point, IA",40.717220000000005,-91.45167
"West Union, IA",42.961940000000006,-91.81
"Westfield, IA",42.755829999999996,-96.60417
"Westgate, IA",42.76833,-91.99528000000001
"Westphalia, IA",41.719440000000006,-95.39444
"Westside, IA",42.07528,-95.10028
"Westwood, IA",40.96417,-91.62833
"What Cheer, IA",41.40056,-92.355
"Wheatland, IA",41.83278,-90.83944
"Whiting, IA",42.12556,-96.15194
"Whittemore, IA",43.06306,-94.42278
"Whitten, IA",42.261390000000006,-93.0075
"Willey, IA",41.97694,-94.82
"Williams, IA",42.4875,-93.54306
"Williamsburg, IA",41.66417,-92.01222
"Williamson, IA",41.08944,-93.25556
"Wilton, IA",41.58944,-91.0175
"Windsor Heights, IA",41.60472,-93.71110999999999
"Winfield, IA",41.126940000000005,-91.4375
"Winterset, IA",41.33583,-94.01389
"Winthrop, IA",42.4725,-91.73583
"Wiota, IA",41.40222,-94.8875
"Woden, IA",43.23056,-93.90944
"Woodbine, IA",41.7375,-95.70555999999999
"Woodburn, IA",41.01167,-93.59861
"Woodward, IA",41.85528,-93.92305999999999
"Woolstock, IA",42.56667,-93.845
"Worthington, IA",42.39667,-91.11944
"Wyoming, IA",42.05917,-91.005
"Yale, IA",41.77528,-94.35556
"Yetter, IA",42.316390000000006,-94.84389
"Yorktown, IA",40.73389,-95.15472
"Zearing, IA",42.16167,-93.29805999999999
"Zwingle, IA",42.297779999999996,-90.68694
" Adair, IA ",41.50015,-94.642953
" Adel, IA ",41.610481,-94.02393
" Adrian, MN ",43.633564,-95.93349
" Afton, IA ",41.027618,-94.195373
" Agency, IA ",40.997475,-92.307229
" Ainsworth, IA ",41.290091,-91.554484
" Aledo, IL ",41.198529,-90.74404
" Allendale, MO ",40.48534,-94.288679
" Alton, IA ",42.9875,-96.009124
" Altoona, IA ",41.646863,-93.476842
" Ames, IA ",42.025494,-93.627594
" Anamosa, IA ",42.11,-91.275476
" Anita, IA ",41.443908,-94.765637
" Ankeny, IA ",41.72789,-93.603196
" Anthon, IA ",42.388134,-95.865633
" Apple River, IL ",42.501961,-90.094624
" Arnolds Park, IA ",43.365829,-95.125952
" Ashland, NE ",41.040345,-96.370141
" Atlantic, IA ",41.392887,-95.021973
" Auburn, NE ",40.389389,-95.843598
" Audubon, IA ",41.718329,-94.928573
" Austin, MN ",43.671683,-92.973668
" Avoca, IA ",41.484074,-95.336325
" Battle Creek, IA ",42.316856,-95.600265
" Bayard, IA ",41.851956,-94.557753
" Bedford, IA ",40.671152,-94.724292
" Bellevue, NE ",41.154293,-95.932838
" Belmond, IA ",42.846573,-93.608451
" Bettendorf, IA ",41.56634,-90.476639
" Bevington, IA ",41.36026,-93.786883
" Bloomfield, IA ",40.749108,-92.417031
" Bonaparte, IA ",40.701174,-91.800522
" Bondurant, IA ",41.699687,-93.454639
" Boone, IA ",42.049371,-93.872728
" Brooklyn, IA ",41.731347,-92.445328
" Burlington, IA ",40.806446,-91.125339
" Cambridge, IA ",41.899298,-93.532267
" Carbon, IA ",41.049661,-94.824003
" Carlisle, IA ",41.513613,-93.496853
" Carroll, IA ",42.069734,-94.864689
" Cascade, IA ",42.302066,-91.004593
" Cassville, WI ",42.715172,-90.989137
" Cedar Falls, IA ",42.519402,-92.452656
" Cedar Rapids, IA ",41.967048,-91.67776
" Center Point, IA ",42.1843,-91.779436
" Charles City, IA ",43.06476,-92.674457
" Cherokee, IA ",42.75107,-95.552828
" Clarence, IA ",41.885888,-91.057044
" Clarinda, IA ",40.737706,-95.034163
" Clear Lake, IA ",43.13509,-93.373651
" Clinton, IA ",41.842539,-90.244583
" Clive, IA ",41.613243,-93.797871
" Colfax, IA ",41.676078,-93.240433
" Coon Rapids, IA ",41.874768,-94.678454
" Coralville, IA ",41.699578,-91.595951
" Corning, IA ",40.992794,-94.739722
" Correctionville, IA ",42.477185,-95.78302
" Council Bluffs, IA ",41.238785,-95.854239
" Cresco, IA ",43.371757,-92.11635
" Creston, IA ",41.060329,-94.365318
" Dakota Dunes, SD ",42.490475,-96.485057
" Dallas Center, IA ",41.686788,-93.98429
" Danbury, IA ",42.236432,-95.721591
" Davenport, IA ",41.554104,-90.603997
" De Soto, IA ",41.536178,-94.009864
" De Witt, IA ",41.822417,-90.543842
" Decatur, NE ",42.006943,-96.250523
" Decorah, IA ",43.301618,-91.78475
" Dedham, IA ",41.908731,-94.823237
" Delta, IA ",41.322588,-92.330421
" Denison, IA ",42.015886,-95.352404
" Des Moines, IA ",41.573946,-93.616708
" Dexter, IA ",41.517907,-94.211012
" Dexter, MN ",43.71986,-92.702739
" Dixon, IL ",41.842974,-89.47884
" Dows, IA ",42.661816,-93.505493
" Dubuque, IA ",42.502385,-90.705102
" Durant, IA ",41.601728,-90.91166
" Dyersville, IA ",42.479866,-91.125621
" Eagleville, MO ",40.468725,-93.985963
" Early, IA ",42.461427,-95.152376
" East Moline, IL ",41.519787,-90.387769
" Eddyville, IA ",41.159205,-92.629789
" Eldora, IA ",42.360595,-93.101287
" Eldridge, IA ",41.639267,-90.580112
" Elgin, IA ",42.955369,-91.635593
" Elizabeth, IL ",37.449352,-88.304094
" Elk Horn, IA ",41.592984,-95.06156
" Emmetsburg, IA ",43.114798,-94.679579
" Epworth, IA ",42.447434,-90.931255
" Estherville, IA ",43.399797,-94.834516
" Fairfield, IA ",41.00688,-91.967137
" Farley, IA ",42.443486,-91.010233
" Fennimore, WI ",42.979998,-90.650886
" Floyd, IA ",43.1282,-92.740254
" Fontanelle, IA ",41.290006,-94.560049
" Fort Dodge, IA ",42.509607,-94.175667
" Fort Madison, IA ",40.61986,-91.351884
" Fredericksburg, IA ",42.964644,-92.196376
" Freeport, IL ",42.289539,-89.635826
" Fruitland, IA ",41.347423,-91.128774
" Galena, IL ",42.422695,-90.430222
" Galesburg, IL ",40.950217,-90.376564
" Galva, IA ",42.505914,-95.417742
" Garner, IA ",43.099535,-93.603298
" George, IA ",43.34289,-96.003695
" Glenwood, IA ",41.04469,-95.740613
" Glidden, IA ",42.057631,-94.726665
" Gowrie, IA ",42.277839,-94.289717
" Greene, IA ",42.896759,-92.803926
" Greenfield, IA ",41.305599,-94.459151
" Gretna, NE ",41.142239,-96.234606
" Grimes, IA ",41.678767,-93.802848
" Grinnell, IA ",41.738154,-92.724915
" Grundy Center, IA ",42.363757,-92.774401
" Guthrie Center, IA ",41.678124,-94.498948
" Hamburg, IA ",40.606088,-95.655018
" Hampton, IA ",42.742005,-93.204968
" Harlan, IA ",41.649514,-95.326861
" Harmony, MN ",43.553936,-92.007584
" Hartley, IA ",43.179047,-95.47675
" Hedrick, IA ",41.171163,-92.307949
" Hiawatha, IA ",42.051024,-91.688979
" Hillsdale, IL ",41.610685,-90.175983
" Holland, IA ",42.399955,-92.798815
" Hollandale, MN ",43.759778,-93.205591
" Holstein, IA ",42.488336,-95.542882
" Homestead, IA ",41.762682,-91.873124
" Hull, IA ",43.189879,-96.132508
" Humeston, IA ",40.860728,-93.497303
" Ida Grove, IA ",42.344248,-95.473367
" Indianola, IA ",41.362378,-93.565893
" Iowa City, IA ",41.656041,-91.531272
" Iowa Falls, IA ",42.519169,-93.26605
" Jackson, MN ",43.628346,-94.987041
" Janesville, IA ",42.645805,-92.462397
" Jefferson, IA ",42.016752,-94.379417
" Kalona, IA ",41.487304,-91.70172
" Kellogg, IA ",41.718027,-92.907079
" Keokuk, IA ",40.409546,-91.402511
" Knoxville, IA ",41.318814,-93.102364
" La Crosse, WI ",43.825866,-91.224245
" La Vista, NE ",41.18114,-96.061084
" Lake City, IA ",42.267637,-94.731046
" Lake View, IA ",42.301996,-95.035761
" Lamoni, IA ",40.620189,-93.934162
" Lanark, IL ",42.101865,-89.832818
" Latimer, IA ",42.762884,-93.3656
" Le Claire, IA ",41.595594,-90.377006
" Le Mars, IA ",42.781514,-96.173311
" Le Roy, MN ",43.513255,-92.507641
" Leaf River, IL ",42.123607,-89.404066
" Lena, IL ",42.37841,-89.821417
" Lenox, IA ",40.883183,-94.558647
" Lincoln, NE ",40.808957,-96.680354
" Lisbon, IA ",41.920532,-91.391662
" Louisville, NE ",40.997533,-96.160549
" Luverne, MN ",43.653542,-96.214185
" Malcom, IA ",41.707596,-92.557463
" Manchester, IA ",42.48535,-91.454856
" Manning, IA ",41.90963,-95.064442
" Maquoketa, IA ",42.060059,-90.664549
" Marion, IA ",42.044596,-91.58616
" Martelle, IA ",42.020444,-91.357764
" Maryville, MO ",40.3434,-94.870028
" Mason City, IA ",43.148609,-93.199795
" Mediapolis, IA ",41.007888,-91.163744
" Milford, IA ",43.323371,-95.153439
" Minden, IA ",41.468363,-95.541029
" Mineral Point, WI ",42.86235,-90.183656
" Moline, IL ",41.482387,-90.493492
" Monroe, WI ",42.601045,-89.64388
" Montezuma, IA ",41.582991,-92.527828
" Monticello, IA ",42.230924,-91.183915
" Morrison, IL ",41.807867,-89.961664
" Mount Carroll, IL ",42.09471,-89.976949
" Mount Morris, IL ",42.049812,-89.431132
" Mount Pleasant, IA ",40.962205,-91.547162
" Mount Vernon, IA ",41.92365,-91.423763
" Mountain Lake, MN ",43.94184,-94.925314
" Moville, IA ",42.489425,-96.067907
" Murray, IA ",41.041355,-93.948885
" Muscatine, IA ",41.420129,-91.06984
" Nashua, IA ",42.950393,-92.542538
" Nauvoo, IL ",40.544534,-91.382815
" Nebraska City, NE ",40.675373,-95.861244
" Neola, IA ",41.451631,-95.617398
" New Hampton, IA ",43.057166,-92.316357
" New London, IA ",40.923172,-91.401116
" New Sharon, IA ",41.470103,-92.650924
" New Virginia, IA ",41.181616,-93.731041
" Newhall, IA ",41.993329,-91.967341
" Newton, IA ",41.696527,-93.040466
" North Liberty, IA ",41.74437,-91.614508
" North Sioux City, SD ",42.537816,-96.499788
" Northwood, IA ",43.444053,-93.216646
" Norwalk, IA ",41.491679,-93.702119
" Oelwein, IA ",42.671525,-91.91276
" Okoboji, IA ",43.388177,-95.136693
" Omaha, NE ",41.264675,-96.041927
" Orange City, IA ",43.002555,-96.056806
" Oregon, IL ",42.012703,-89.335773
" Osage, IA ",43.282649,-92.811388
" Osceola, IA ",41.03002,-93.779638
" Oskaloosa, IA ",41.290438,-92.638499
" Ottumwa, IA ",41.022337,-92.423402
" Oxford, IA ",41.722696,-91.79126
" Packwood, IA ",41.132725,-92.082476
" Panora, IA ",41.69102,-94.363701
" Papillion, NE ",41.153006,-96.045268
" Pella, IA ",41.40452,-92.917996
" Peosta, IA ",42.447393,-90.845774
" Percival, IA ",40.751269,-95.813266
" Perry, IA ",41.841044,-94.097626
" Peru, NE ",40.478502,-95.731382
" Pierson, IA ",42.542802,-95.865276
" Plainfield, IA ",42.844525,-92.5359
" Platteville, WI ",42.733261,-90.470851
" Plattsmouth, NE ",41.005653,-95.894144
" Pleasant Hill, IA ",41.599235,-93.508394
" Prairie du Chien, WI ",43.043635,-91.138762
" Preston, MN ",43.67234,-92.082607
" Primghar, IA ",43.086379,-95.620903
" Protivin, IA ",43.216428,-92.089145
" Ralston, NE ",41.20001,-96.037825
" Red Oak, IA ",41.01413,-95.224371
" Redfield, IA ",41.590604,-94.196112
" Remsen, IA ",42.814619,-95.972604
" Riverside, IA ",41.48306,-91.572319
" Riverton, IA ",40.686818,-95.568613
" Robins, IA ",42.078745,-91.673969
" Rochester, MN ",44.015442,-92.47721
" Rock Falls, IL ",41.773439,-89.69089
" Rock Island, IL ",41.472952,-90.58516
" Rock Port, MO ",40.410911,-95.533087
" Rock Rapids, IA ",43.425891,-96.165728
" Rockwell City, IA ",42.398163,-94.628879
" Rudd, IA ",43.127523,-92.904592
" Sabula, IA ",42.070188,-90.182499
" Sanborn, IA ",43.18137,-95.655257
" Savanna, IL ",42.094154,-90.140275
" Scales Mound, IL ",42.477518,-90.2511
" Sergeant Bluff, IA ",42.399513,-96.355046
" Sheffield, IA ",42.888717,-93.207078
" Shelby, IA ",41.507515,-95.450335
" Sheldon, IA ",43.179549,-95.845168
" Shenandoah, IA ",40.758301,-95.372058
" Sibley, IA ",43.401265,-95.743796
" Sidney, IA ",40.745949,-95.644299
" Silvis, IL ",41.497677,-90.410853
" Sioux Center, IA ",43.074639,-96.170718
" Sioux City, IA ",42.495252,-96.391462
" Sioux Rapids, IA ",42.891559,-95.148613
" Solon, IA ",41.806462,-91.497428
" South Sioux City, NE ",42.463703,-96.414843
" Spencer, IA ",43.147025,-95.152691
" Spirit Lake, IA ",43.416627,-95.11276
" Spring Valley, MN ",43.686677,-92.390095
" Springfield, NE ",41.085901,-96.133435
" Stanwood, IA ",41.89304,-91.148771
" Steamboat Rock, IA ",42.408135,-93.066506
" Sterling, IL ",41.799668,-89.69515
" Stockton, IL ",42.352147,-89.999762
" Storm Lake, IA ",42.644083,-95.199001
" Sutherland, IA ",42.972831,-95.495035
" Swisher, IA ",41.844196,-91.693895
" Syracuse, NE ",40.663531,-96.182671
" Tabor, IA ",40.894939,-95.673712
" Tama, IA ",41.963081,-92.57378
" Tiffin, IA ",41.716567,-91.654541
" Tipton, IA ",41.76979,-91.128372
" Toledo, IA ",41.990213,-92.580317
" Union, NE ",40.814362,-95.921457
" Urbandale, IA ",41.636688,-93.779792
" Ventura, IA ",43.128868,-93.465914
" Vinton, IA ",42.164025,-92.026196
" Walcott, IA ",41.611567,-90.786352
" Walnut, IA ",41.488472,-95.2205
" Wapello, IA ",41.177248,-91.187372
" Warren, IL ",42.494292,-89.99069
" Washington, IA ",41.298967,-91.692307
" Waterloo, IA ",42.492327,-92.351947
" Waukee, IA ",41.601839,-93.868825
" Waverly, IA ",42.725256,-92.469708
" Webb, IA ",42.949772,-95.013016
" Wellman, IA ",41.469269,-91.834805
" West Branch, IA ",41.662764,-91.340658
" West Des Moines, IA ",41.553269,-93.759758
" West Liberty, IA ",41.57245,-91.262639
" Wheatland, IA ",41.832891,-90.837872
" Williams, IA ",42.489213,-93.541073
" Williamsburg, IA ",41.6689,-92.013261
" Wilton, IA ",41.589109,-91.025481
" Windom, MN ",43.873552,-95.119136
" Winterset, IA ",41.349722,-94.018177
" Woodhull, IL ",41.178574,-90.322045
" Worthington, MN ",43.629119,-95.598858
"Cedar Rapids, IA ",41.967048,-91.67776
"Everly, IA ",43.16513,-95.317533
"Grand Meadow, MN ",43.70585,-92.570367
"Marengo, IA ",41.796666,-92.068052
"Milford, IA ",43.323371,-95.153439
"Montezuma, IA ",41.582991,-92.527828
"Ottumwa, IA ",41.022337,-92.423402
"Perry, IA ",41.841044,-94.097626
"Royal, IA ",43.064354,-95.283806
"Viola, IL ",41.205323,-90.586188
